SalesOrderNumber,FiscalYear,FiscalQuarter,SalesTerritoryRegion,ProductCategoryName,ProductSubcategoryName,ProductGroupName,OrderStatus,OrderQuantity,UnitPrice,Profit,SalesAmount,Return
SO44842,2012,2,Germany,Streaming Gear,Multi Mount,Mount,Shipped,1,39.99,$33.83 ,$39.99 ,FALSE
SO44647,2012,2,Northwest,Streaming Gear,Multi Mount,Mount,Shipped,1,14.99,$9.03 ,$14.99 ,FALSE
SO45017,2012,2,Northwest,Streaming Gear,Multi Mount,Mount,Shipped,1,39.99,$33.83 ,$39.99 ,FALSE
SO44876,2012,2,Southwest,Streaming Gear,Multi Mount,Mount,Shipped,1,14.99,$9.03 ,$14.99 ,FALSE
SO44358,2012,2,China,Gaming Gear,Ambient Lighting,PC Case Lighting,Shipped,1,64.99,$18.19 ,$64.99 ,FALSE
SO45018,2012,2,China,Gaming Gear,Ambient Lighting,PC Case Lighting,Shipped,1,74.99,$46.89 ,$74.99 ,FALSE
SO44978,2012,2,Southwest,Gaming Gear,Ambient Lighting,PC Case Lighting,Shipped,1,64.99,$18.19 ,$64.99 ,FALSE
SO44998,2012,2,Southwest,Gaming Gear,Ambient Lighting,PC Case Lighting,Shipped,1,64.99,$18.19 ,$64.99 ,FALSE
SO44420,2012,2,China,Gaming Gear,Accessories,PC Components Accessories,Shipped,1,109.99,$49.53 ,$109.99 ,FALSE
SO44665,2012,2,China,Gaming Gear,Accessories,PC Components Accessories,Shipped,1,109.99,$49.53 ,$109.99 ,FALSE
SO44870,2012,2,China,Gaming Gear,Accessories,PC Components Accessories,Shipped,1,79.99,$28.48 ,$79.99 ,FALSE
SO44821,2012,2,Northwest,Gaming Gear,Accessories,PC Components Accessories,Shipped,1,109.99,$49.53 ,$109.99 ,FALSE
SO44938,2012,2,Northwest,Gaming Gear,Accessories,PC Components Accessories,Shipped,1,109.99,$49.53 ,$109.99 ,FALSE
SO44721,2012,2,Canada,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$3.60 ,$39.99 ,FALSE
SO44388,2012,2,China,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$3.60 ,$39.99 ,FALSE
SO44425,2012,2,China,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,49.99,$22.30 ,$49.99 ,FALSE
SO44431,2012,2,China,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$28.04 ,$39.99 ,FALSE
SO44650,2012,2,China,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$2.32 ,$39.99 ,FALSE
SO44824,2012,2,China,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$28.04 ,$39.99 ,FALSE
SO44835,2012,2,China,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,49.99,$22.30 ,$49.99 ,FALSE
SO44921,2012,2,China,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$3.01 ,$39.99 ,FALSE
SO44986,2012,2,China,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$3.60 ,$39.99 ,FALSE
SO44611,2012,2,Germany,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$28.04 ,$39.99 ,FALSE
SO44837,2012,2,Germany,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$2.32 ,$39.99 ,FALSE
SO44968,2012,2,Germany,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$3.01 ,$39.99 ,FALSE
SO45024,2012,2,Germany,Gaming Gear,Accessories,PC Components Replacement Parts,Backordered,1,39.99,$3.60 ,$39.99 ,FALSE
SO44363,2012,2,Northwest,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$2.32 ,$39.99 ,FALSE
SO44731,2012,2,Northwest,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$3.01 ,$39.99 ,FALSE
SO44887,2012,2,Northwest,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$3.01 ,$39.99 ,FALSE
SO44607,2012,2,Southwest,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,49.99,$22.30 ,$49.99 ,FALSE
SO44832,2012,2,Southwest,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$28.04 ,$39.99 ,FALSE
SO44962,2012,2,Southwest,Gaming Gear,Accessories,PC Components Replacement Parts,Backordered,1,49.99,$22.30 ,$49.99 ,FALSE
SO44885,2012,2,United Kingdom,Gaming Gear,Accessories,PC Components Replacement Parts,Shipped,1,39.99,$2.32 ,$39.99 ,FALSE
SO44407,2012,2,China,PC Components,Storage,Pcie Gen SSDS,Shipped,1,184.99,$129.97 ,$184.99 ,FALSE
SO44860,2012,2,China,PC Components,Storage,Pcie Gen SSDS,Shipped,1,184.99,$129.97 ,$184.99 ,FALSE
SO44934,2012,2,United Kingdom,PC Components,Storage,Pcie Gen SSDS,Shipped,1,184.99,$129.97 ,$184.99 ,FALSE
SO44644,2012,2,Australia,PC Components,Memory,Performance LED Memory,Shipped,1,85.99,$8.55 ,$85.99 ,FALSE
SO44445,2012,2,China,PC Components,Memory,Performance LED Memory,Shipped,1,190.99,$103.70 ,$190.99 ,FALSE
SO44947,2012,2,China,PC Components,Memory,Performance LED Memory,Shipped,1,85.99,$8.55 ,$85.99 ,FALSE
SO45028,2012,2,China,PC Components,Memory,Performance LED Memory,Shipped,1,85.99,$23.43 ,$85.99 ,FALSE
SO44473,2012,2,Northwest,PC Components,Memory,Performance LED Memory,Shipped,1,85.99,$8.55 ,$85.99 ,FALSE
SO44386,2012,2,Southwest,PC Components,Memory,Performance LED Memory,Shipped,1,85.99,$23.43 ,$85.99 ,FALSE
SO44661,2012,2,Southwest,PC Components,Memory,Performance LED Memory,Shipped,1,85.99,$8.55 ,$85.99 ,FALSE
SO44910,2012,2,Southwest,PC Components,Memory,Performance LED Memory,Shipped,1,85.99,$8.55 ,$85.99 ,FALSE
SO44664,2012,2,China,PC Components,Memory,Performance Memory,Shipped,1,70.99,$49.85 ,$70.99 ,FALSE
SO44869,2012,2,China,PC Components,Memory,Performance Memory,Shipped,1,70.99,$49.85 ,$70.99 ,FALSE
SO44991,2012,2,China,PC Components,Memory,Performance Memory,Backordered,1,399.99,$245.66 ,$399.99 ,FALSE
SO44616,2012,2,Northwest,PC Components,Memory,Performance Memory,Shipped,1,399.99,$245.66 ,$399.99 ,FALSE
SO44415,2012,2,Southwest,PC Components,Memory,Performance Memory,Shipped,1,399.99,$245.66 ,$399.99 ,FALSE
SO44440,2012,2,Australia,PC Components,Power Supply Units,Premium Efficiency & Electrical Performance PSU,Shipped,1,184.99,$14.12 ,$184.99 ,FALSE
SO44371,2012,2,China,PC Components,Power Supply Units,Premium Efficiency & Electrical Performance PSU,Shipped,1,184.99,$14.12 ,$184.99 ,FALSE
SO44858,2012,2,China,PC Components,Power Supply Units,Premium Efficiency & Electrical Performance PSU,Shipped,1,184.99,$14.12 ,$184.99 ,FALSE
SO44622,2012,2,Germany,PC Components,Power Supply Units,Premium Efficiency & Electrical Performance PSU,Shipped,1,184.99,$14.12 ,$184.99 ,FALSE
SO44367,2012,2,China,PC Components,Custom Cooling,Pump Reservoir Collant,Shipped,1,154.99,$104.60 ,$154.99 ,FALSE
SO45035,2012,2,Northwest,PC Components,Custom Cooling,Pump Reservoir Collant,Shipped,1,479.99,$104.30 ,$479.99 ,FALSE
SO44625,2012,2,Southwest,PC Components,Custom Cooling,Pump Reservoir Collant,Shipped,1,154.99,$104.60 ,$154.99 ,FALSE
SO45036,2012,2,Southwest,PC Components,Custom Cooling,Pump Reservoir Collant,Shipped,1,154.99,$104.60 ,$154.99 ,FALSE
SO44364,2012,2,China,PC Components,Fans,PWM Control Fans,Shipped,1,99.99,$46.12 ,$99.99 ,FALSE
SO44635,2012,2,China,PC Components,Fans,PWM Control Fans,Shipped,1,99.99,$46.12 ,$99.99 ,FALSE
SO44348,2012,2,United Kingdom,PC Components,Fans,PWM Control Fans,Shipped,1,99.99,$46.12 ,$99.99 ,FALSE
SO44347,2012,2,China,PC Components,Custom Cooling,Radiators and Accessories,Shipped,1,59.99,$21.73 ,$59.99 ,FALSE
SO44574,2012,2,China,PC Components,Custom Cooling,Radiators and Accessories,Shipped,1,64.99,$50.28 ,$64.99 ,FALSE
SO44898,2012,2,China,PC Components,Custom Cooling,Radiators and Accessories,Shipped,1,59.99,$21.73 ,$59.99 ,FALSE
SO44973,2012,2,China,PC Components,Custom Cooling,Radiators and Accessories,Shipped,1,64.99,$50.28 ,$64.99 ,FALSE
SO44395,2012,2,Northwest,PC Components,Custom Cooling,Radiators and Accessories,Shipped,1,74.99,$11.63 ,$74.99 ,FALSE
SO45026,2012,2,Northwest,PC Components,Custom Cooling,Radiators and Accessories,Shipped,1,64.99,$50.28 ,$64.99 ,FALSE
SO44894,2012,2,Southwest,PC Components,Custom Cooling,Radiators and Accessories,Shipped,1,59.99,$21.73 ,$59.99 ,FALSE
SO44719,2012,2,United Kingdom,PC Components,Custom Cooling,Radiators and Accessories,Backordered,1,59.99,$21.73 ,$59.99 ,FALSE
SO44949,2012,2,Germany,PC Components,Power Supply Units,Reliable Continuous Power Delivery PSU,Shipped,1,84.9,$75.86 ,$84.90 ,FALSE
SO44805,2012,2,Southwest,PC Components,Power Supply Units,Reliable Continuous Power Delivery PSU,Shipped,1,84.9,$75.86 ,$84.90 ,FALSE
SO44324,2012,2,Australia,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,149.99,$92.72 ,$149.99 ,FALSE
SO44694,2012,2,Canada,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,159.99,$154.75 ,$159.99 ,FALSE
SO44715,2012,2,Canada,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,199.99,$158.85 ,$199.99 ,FALSE
SO44387,2012,2,China,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,99.99,$77.41 ,$99.99 ,FALSE
SO44430,2012,2,China,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,149.99,$92.72 ,$149.99 ,FALSE
SO44453,2012,2,China,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,139.99,$56.38 ,$139.99 ,FALSE
SO44582,2012,2,China,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,199.99,$158.85 ,$199.99 ,FALSE
SO44642,2012,2,China,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,199.99,$124.91 ,$199.99 ,FALSE
SO44657,2012,2,China,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,149.99,$92.72 ,$149.99 ,FALSE
SO44709,2012,2,China,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,159.99,$154.75 ,$159.99 ,FALSE
SO44922,2012,2,China,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,159.99,$154.75 ,$159.99 ,FALSE
SO44946,2012,2,China,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,229.99,$175.74 ,$229.99 ,FALSE
SO45014,2012,2,China,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,179.99,$71.33 ,$179.99 ,FALSE
SO44421,2012,2,Germany,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,149.99,$92.72 ,$149.99 ,FALSE
SO44722,2012,2,Germany,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,119.99,$90.10 ,$119.99 ,FALSE
SO44831,2012,2,Germany,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,99.99,$77.41 ,$99.99 ,FALSE
SO44342,2012,2,Northwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,199.99,$124.91 ,$199.99 ,FALSE
SO44442,2012,2,Northwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,199.99,$158.85 ,$199.99 ,FALSE
SO44458,2012,2,Northwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,229.99,$175.74 ,$229.99 ,FALSE
SO44878,2012,2,Northwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,139.99,$56.38 ,$139.99 ,FALSE
SO44976,2012,2,Northwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,119.99,$90.10 ,$119.99 ,FALSE
SO45027,2012,2,Northwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,119.99,$90.10 ,$119.99 ,FALSE
SO44327,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,119.99,$90.10 ,$119.99 ,FALSE
SO44346,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,149.99,$92.72 ,$149.99 ,FALSE
SO44383,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,159.99,$154.75 ,$159.99 ,FALSE
SO44423,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,119.99,$90.10 ,$119.99 ,FALSE
SO44614,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,229.99,$175.74 ,$229.99 ,FALSE
SO44638,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,99.99,$77.41 ,$99.99 ,FALSE
SO44682,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,179.99,$71.33 ,$179.99 ,FALSE
SO44710,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,159.99,$154.75 ,$159.99 ,FALSE
SO44891,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,199.99,$158.85 ,$199.99 ,FALSE
SO44909,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,119.99,$90.10 ,$119.99 ,FALSE
SO44954,2012,2,Southwest,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,199.99,$158.85 ,$199.99 ,FALSE
SO44636,2012,2,United Kingdom,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,149.99,$92.72 ,$149.99 ,FALSE
SO44974,2012,2,United Kingdom,Gaming Gear,Keyboards,RGB Mechanical Gaming Keyboards,Shipped,1,149.99,$92.72 ,$149.99 ,FALSE
SO44446,2012,2,China,Gaming Gear,Mousepads,RGB Mouse Pads,Shipped,1,59.99,$13.69 ,$59.99 ,FALSE
SO44393,2012,2,Germany,Gaming Gear,Mousepads,RGB Mouse Pads,Shipped,1,59.99,$53.66 ,$59.99 ,FALSE
SO44571,2012,2,Germany,Gaming Gear,Mousepads,RGB Mouse Pads,Shipped,1,59.99,$53.66 ,$59.99 ,FALSE
SO44580,2012,2,Germany,Gaming Gear,Mousepads,RGB Mouse Pads,Shipped,1,59.99,$53.66 ,$59.99 ,FALSE
SO44856,2012,2,Northwest,Gaming Gear,Mousepads,RGB Mouse Pads,Shipped,1,59.99,$53.66 ,$59.99 ,FALSE
SO44726,2012,2,Southwest,Gaming Gear,Mousepads,RGB Mouse Pads,Backordered,1,59.99,$13.69 ,$59.99 ,FALSE
SO44908,2012,2,Southwest,Gaming Gear,Mousepads,RGB Mouse Pads,Shipped,1,59.99,$53.66 ,$59.99 ,FALSE
SO44443,2012,2,China,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,59.99,$57.50 ,$59.99 ,FALSE
SO44469,2012,2,China,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,119.99,$7.55 ,$119.99 ,FALSE
SO44477,2012,2,China,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,59.99,$57.50 ,$59.99 ,FALSE
SO44863,2012,2,China,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,39.99,$34.75 ,$39.99 ,FALSE
SO44903,2012,2,China,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,39.99,$34.75 ,$39.99 ,FALSE
SO44933,2012,2,China,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,119.99,$7.55 ,$119.99 ,FALSE
SO44985,2012,2,China,Gaming Gear,Ambient Lighting,Room Lighting,Backordered,1,59.99,$57.50 ,$59.99 ,FALSE
SO45030,2012,2,China,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,119.99,$7.55 ,$119.99 ,FALSE
SO44587,2012,2,Southwest,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,119.99,$7.55 ,$119.99 ,FALSE
SO44615,2012,2,Northwest,PC Components,Storage,SATA SSDS,Shipped,1,74.99,$3.10 ,$74.99 ,FALSE
SO44868,2012,2,Northwest,PC Components,Storage,SATA SSDS,Shipped,1,74.99,$3.10 ,$74.99 ,FALSE
SO44601,2012,2,China,PC Components,CPU Coolers,Single Radiator Liquid Coolers,Shipped,1,79.99,$7.73 ,$79.99 ,FALSE
SO44606,2012,2,Northwest,PC Components,CPU Coolers,Single Radiator Liquid Coolers,Shipped,1,79.99,$7.73 ,$79.99 ,FALSE
SO45010,2012,2,Northwest,PC Components,CPU Coolers,Single Radiator Liquid Coolers,Shipped,1,79.99,$7.73 ,$79.99 ,FALSE
SO44384,2012,2,Southwest,PC Components,CPU Coolers,Single Radiator Liquid Coolers,Shipped,1,169.99,$115.36 ,$169.99 ,FALSE
SO44389,2012,2,China,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,119.99,$12.44 ,$119.99 ,FALSE
SO44728,2012,2,China,PC Components,Cases,Software Control and Monitoring Cases,Backordered,1,249.99,$27.64 ,$249.99 ,FALSE
SO44871,2012,2,China,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,119.99,$12.44 ,$119.99 ,FALSE
SO44925,2012,2,China,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,249.99,$27.64 ,$249.99 ,FALSE
SO44361,2012,2,Germany,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,119.99,$12.44 ,$119.99 ,FALSE
SO44971,2012,2,Northwest,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,119.99,$12.44 ,$119.99 ,FALSE
SO44427,2012,2,United Kingdom,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,119.99,$12.44 ,$119.99 ,FALSE
SO44653,2012,2,United Kingdom,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,119.99,$12.44 ,$119.99 ,FALSE
SO44663,2012,2,China,Gaming Gear,Keyboards,Standard Gaming Keyboards,Shipped,1,49.99,$36.40 ,$49.99 ,FALSE
SO44624,2012,2,Germany,Gaming Gear,Keyboards,Standard Gaming Keyboards,Shipped,1,99.99,$12.98 ,$99.99 ,FALSE
SO44996,2012,2,Northwest,Gaming Gear,Keyboards,Standard Gaming Keyboards,Shipped,1,99.99,$12.98 ,$99.99 ,FALSE
SO44382,2012,2,United Kingdom,Gaming Gear,Keyboards,Standard Gaming Keyboards,Shipped,1,49.99,$36.40 ,$49.99 ,FALSE
SO44699,2012,2,Canada,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,39.99,$30.10 ,$39.99 ,FALSE
SO44357,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$42.95 ,$69.99 ,FALSE
SO44581,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$42.95 ,$69.99 ,FALSE
SO44641,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.56 ,$49.99 ,FALSE
SO44656,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,39.99,$30.10 ,$39.99 ,FALSE
SO44688,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,99.99,$37.21 ,$99.99 ,FALSE
SO44689,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO44697,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,99.99,$37.21 ,$99.99 ,FALSE
SO44830,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO44847,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,79.99,$34.45 ,$79.99 ,FALSE
SO44861,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.56 ,$49.99 ,FALSE
SO45019,2012,2,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$42.95 ,$69.99 ,FALSE
SO44402,2012,2,Germany,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO45023,2012,2,Germany,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Backordered,1,79.99,$34.45 ,$79.99 ,FALSE
SO44399,2012,2,Northwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.56 ,$49.99 ,FALSE
SO44577,2012,2,Northwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$42.95 ,$69.99 ,FALSE
SO44820,2012,2,Northwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Backordered,1,69.99,$38.88 ,$69.99 ,FALSE
SO44839,2012,2,Northwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.56 ,$49.99 ,FALSE
SO44406,2012,2,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO44660,2012,2,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,39.99,$30.10 ,$39.99 ,FALSE
SO44877,2012,2,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,79.99,$34.45 ,$79.99 ,FALSE
SO44461,2012,2,China,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,149.99,$92.19 ,$149.99 ,FALSE
SO44633,2012,2,China,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,79.99,$2.24 ,$79.99 ,FALSE
SO45009,2012,2,Germany,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,149.99,$92.19 ,$149.99 ,FALSE
SO44911,2012,2,Southwest,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,149.99,$92.19 ,$149.99 ,FALSE
SO44677,2012,2,Canada,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,129.99,$29.30 ,$129.99 ,FALSE
SO44325,2012,2,China,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$72.40 ,$199.99 ,FALSE
SO44328,2012,2,China,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,129.99,$29.30 ,$129.99 ,FALSE
SO44736,2012,2,Northwest,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,129.99,$29.30 ,$129.99 ,FALSE
SO44919,2012,2,Northwest,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$72.40 ,$199.99 ,FALSE
SO44936,2012,2,Northwest,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$82.00 ,$199.99 ,FALSE
SO44953,2012,2,Northwest,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$72.40 ,$199.99 ,FALSE
SO44404,2012,2,Southwest,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,129.99,$29.30 ,$129.99 ,FALSE
SO44950,2012,2,Southwest,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,129.99,$29.30 ,$129.99 ,FALSE
SO44730,2012,2,United Kingdom,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,129.99,$29.30 ,$129.99 ,FALSE
SO44874,2012,2,Australia,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,189.99,$159.99 ,$189.99 ,FALSE
SO44408,2012,2,China,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,159.99,$148.21 ,$159.99 ,FALSE
SO44610,2012,2,China,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,189.99,$159.99 ,$189.99 ,FALSE
SO44966,2012,2,China,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,159.99,$148.21 ,$159.99 ,FALSE
SO44479,2012,2,Germany,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,189.99,$159.99 ,$189.99 ,FALSE
SO45002,2012,2,Germany,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,159.99,$148.21 ,$159.99 ,FALSE
SO44378,2012,2,Northwest,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,189.99,$159.99 ,$189.99 ,FALSE
SO44572,2012,2,Northwest,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,189.99,$159.99 ,$189.99 ,FALSE
SO44706,2012,2,Northwest,PC Components,Cases,Super Tower and Full Size Tower Cases,Backordered,1,189.99,$159.99 ,$189.99 ,FALSE
SO44931,2012,2,Northwest,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,189.99,$159.99 ,$189.99 ,FALSE
SO44351,2012,2,Southwest,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,159.99,$148.21 ,$159.99 ,FALSE
SO44412,2012,2,China,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,259.99,$114.81 ,$259.99 ,FALSE
SO44883,2012,2,China,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO44353,2012,2,Southwest,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,259.99,$114.81 ,$259.99 ,FALSE
SO44428,2012,2,Southwest,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,259.99,$114.81 ,$259.99 ,FALSE
SO45005,2012,2,Southwest,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,259.99,$114.81 ,$259.99 ,FALSE
SO44375,2012,2,United Kingdom,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO44452,2012,2,United Kingdom,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO44651,2012,2,United Kingdom,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO44900,2012,2,United Kingdom,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO44343,2012,2,China,PC Components,CPU Coolers,Triple Radiator Liquid Coolers,Shipped,1,189.99,$20.97 ,$189.99 ,FALSE
SO44850,2012,2,Germany,PC Components,CPU Coolers,Triple Radiator Liquid Coolers,Shipped,1,159.99,$117.49 ,$159.99 ,FALSE
SO44429,2012,2,Northwest,PC Components,CPU Coolers,Triple Radiator Liquid Coolers,Shipped,1,159.99,$117.49 ,$159.99 ,FALSE
SO44334,2012,2,Southwest,PC Components,CPU Coolers,Triple Radiator Liquid Coolers,Shipped,1,159.99,$117.49 ,$159.99 ,FALSE
